Date,Mode,Line_or_Route,Borough_or_Region,Daily_Ridership,Recovery_Percentage,Incident_Type,Delay_Minutes,Peak_Period
2026-04-23,Metro-North,New Haven,Queens,266518,82.8,No Incident,0,Midday
2026-04-23,Metro-North,Hudson,Bronx,215052,82.3,Signal Problem,7,Midday
2026-04-24,Subway,3,Long Island,3609044,73.8,No Incident,0,AM Peak
2026-04-24,Subway,J,Long Island,3298771,76.5,No Incident,0,PM Peak
2026-04-24,Subway,1,Westchester,3225030,74.8,Weather,8,Midday
2026-04-24,Bus,Q10,Long Island,1683757,83.1,Signal Problem,6,AM Peak
2026-04-24,Bus,Q10,Brooklyn,1281510,76.0,Signal Problem,3,AM Peak
2026-04-24,Bus,M15,Manhattan,1435712,80.8,No Incident,0,AM Peak
2026-04-24,LIRR,Hempstead,Long Island,263875,83.5,No Incident,0,Midday
2026-04-24,LIRR,Hempstead,Bronx,228013,77.0,Crowding,21,PM Peak
2026-04-24,LIRR,Ronkonkoma,Manhattan,291354,83.5,Weather,9,PM Peak
2026-04-24,Metro-North,Hudson,Long Island,244451,80.4,No Incident,0,PM Peak
2026-04-24,Metro-North,New Haven,Long Island,259329,71.5,Mechanical Issue,35,Evening
2026-04-25,Subway,Q,Queens,2207370,83.3,Track Work,3,AM Peak
2026-04-25,Subway,2,Staten Island,2218752,75.5,No Incident,0,Midday
2026-04-25,Bus,B44,Brooklyn,906329,82.2,No Incident,0,Evening
2026-04-25,Bus,S79,Manhattan,816105,68.3,Mechanical Issue,11,Evening
2026-04-25,Bus,B44,Long Island,763803,78.7,No Incident,0,AM Peak
2026-04-25,Bus,B46,Bronx,1064513,70.0,Track Work,48,PM Peak
2026-04-25,LIRR,Hempstead,Long Island,147797,77.7,Signal Problem,28,Evening
2026-04-25,LIRR,Port Washington,Bronx,162692,79.4,No Incident,0,PM Peak
2026-04-25,Metro-North,Hudson,Manhattan,127119,67.4,Track Work,10,PM Peak
2026-04-25,Metro-North,Hudson,Queens,136765,75.5,Crowding,10,PM Peak
2026-04-25,Metro-North,Harlem,Brooklyn,135817,72.5,Track Work,22,PM Peak
2026-04-26,Subway,3,Bronx,2079023,76.8,No Incident,0,PM Peak
2026-04-26,Subway,C,Manhattan,1861749,76.3,Track Work,48,PM Peak
2026-04-26,Subway,L,Westchester,2800430,82.4,Signal Problem,10,Midday
2026-04-26,Subway,Q,Bronx,2247414,76.9,No Incident,0,AM Peak
2026-04-26,Bus,S79,Brooklyn,703086,82.2,No Incident,0,AM Peak
2026-04-26,Bus,B44,Long Island,760745,81.9,Crowding,14,Midday
2026-04-26,LIRR,Long Beach,Queens,155571,73.4,Signal Problem,22,Midday
2026-04-26,LIRR,Hempstead,Bronx,175302,80.6,Weather,5,AM Peak
2026-04-26,LIRR,Long Beach,Staten Island,190844,73.4,Staffing,17,Midday
2026-04-26,Metro-North,New Haven,Manhattan,136394,84.0,Crowding,10,PM Peak
2026-04-26,Metro-North,Hudson,Long Island,164562,82.7,Track Work,11,PM Peak
2026-04-26,Metro-North,New Haven,Staten Island,119748,83.5,No Incident,0,PM Peak
2026-04-26,Metro-North,Harlem,Westchester,168719,80.9,No Incident,0,PM Peak
2026-04-27,Subway,R,Staten Island,4074384,85.6,Weather,16,Evening
2026-04-27,Subway,J,Brooklyn,3265113,84.9,Signal Problem,5,PM Peak
2026-04-27,Bus,Q10,Queens,1492789,67.3,Staffing,10,PM Peak
2026-04-27,Bus,M15,Brooklyn,1463218,82.5,Track Work,12,PM Peak
2026-04-27,LIRR,Ronkonkoma,Queens,297049,79.4,Signal Problem,19,Midday
2026-04-27,LIRR,Hempstead,Brooklyn,201624,71.5,Signal Problem,9,PM Peak
2026-04-27,LIRR,Long Beach,Bronx,246270,73.2,No Incident,0,AM Peak
2026-04-27,LIRR,Hempstead,Westchester,290593,75.0,No Incident,0,Midday
2026-04-27,Metro-North,Hudson,Bronx,203753,69.0,Track Work,22,Evening
2026-04-27,Metro-North,Hudson,Westchester,221336,92.8,No Incident,0,Midday
2026-04-27,Metro-North,Hudson,Manhattan,239041,74.2,Mechanical Issue,21,AM Peak
2026-04-28,Subway,1,Staten Island,2988268,66.4,Signal Problem,30,PM Peak
2026-04-28,Subway,L,Westchester,3140941,80.8,Staffing,21,AM Peak
2026-04-28,Bus,Bx12,Queens,1494530,75.7,Weather,3,Evening
2026-04-28,Bus,Q10,Queens,1764119,83.4,Police Activity,23,AM Peak
2026-04-28,Bus,S79,Brooklyn,1346734,73.3,No Incident,0,Midday
2026-04-28,Bus,Q60,Manhattan,1690959,70.6,Track Work,25,Midday
2026-04-28,LIRR,Ronkonkoma,Brooklyn,285475,78.3,No Incident,0,PM Peak
2026-04-28,LIRR,Ronkonkoma,Bronx,224812,82.6,Crowding,22,AM Peak
2026-04-28,LIRR,Port Washington,Queens,271684,75.5,Staffing,24,PM Peak
2026-04-28,Metro-North,Hudson,Brooklyn,228291,76.0,Track Work,15,Midday
2026-04-28,Metro-North,Harlem,Westchester,254717,74.5,No Incident,0,PM Peak
2026-04-28,Metro-North,Hudson,Bronx,265716,80.1,Weather,19,Midday
2026-04-28,Metro-North,Harlem,Bronx,241343,81.2,Signal Problem,17,Evening
2026-04-29,Subway,C,Manhattan,3570532,76.6,Signal Problem,11,AM Peak
2026-04-29,Subway,L,Staten Island,3785828,81.4,Police Activity,12,AM Peak
2026-04-29,Subway,3,Brooklyn,4003538,75.7,Staffing,30,AM Peak
2026-04-29,Bus,Q60,Manhattan,1689926,70.0,Weather,10,PM Peak
2026-04-29,Bus,Q10,Manhattan,1506580,71.2,Mechanical Issue,15,PM Peak
2026-04-29,LIRR,Babylon,Queens,235260,78.3,No Incident,0,AM Peak
2026-04-29,LIRR,Long Beach,Queens,280481,77.5,Signal Problem,11,Midday
2026-04-29,Metro-North,Harlem,Manhattan,213693,81.2,Weather,28,PM Peak
2026-04-29,Metro-North,New Haven,Queens,239678,72.7,No Incident,0,AM Peak
2026-04-29,Metro-North,Hudson,Staten Island,227862,75.8,Signal Problem,18,AM Peak
2026-04-30,Subway,4,Long Island,3344479,76.3,No Incident,0,PM Peak
2026-04-30,Subway,1,Westchester,3964864,73.5,Signal Problem,39,PM Peak
2026-04-30,Subway,C,Westchester,3699184,80.0,Signal Problem,20,Midday
2026-04-30,Bus,B44,Westchester,1261546,74.8,Signal Problem,19,AM Peak
2026-04-30,Bus,Q60,Bronx,1335098,75.9,Mechanical Issue,12,AM Peak
2026-04-30,Bus,M15,Brooklyn,1445804,81.2,No Incident,0,Evening
2026-04-30,Bus,M15,Bronx,1551649,79.2,No Incident,0,Midday
2026-04-30,LIRR,Hempstead,Brooklyn,247899,74.7,No Incident,0,PM Peak
2026-04-30,LIRR,Long Beach,Westchester,254849,79.2,No Incident,0,PM Peak
2026-04-30,LIRR,Babylon,Westchester,233017,84.5,No Incident,0,PM Peak
2026-04-30,Metro-North,Harlem,Queens,234815,70.5,Signal Problem,9,PM Peak
2026-04-30,Metro-North,Hudson,Queens,218086,77.6,Weather,6,PM Peak
2026-04-30,Metro-North,New Haven,Long Island,242019,81.8,Track Work,11,PM Peak
2026-04-30,Metro-North,Hudson,Westchester,247849,81.5,Track Work,8,Evening
2026-05-01,Subway,3,Staten Island,3382422,82.9,No Incident,0,PM Peak
2026-05-01,Subway,E,Brooklyn,4389000,76.7,No Incident,0,Midday
2026-05-01,Subway,J,Westchester,3589865,76.6,Mechanical Issue,25,Evening
2026-05-01,Bus,Q10,Manhattan,1666117,83.4,No Incident,0,AM Peak
2026-05-01,Bus,S79,Brooklyn,1199870,78.4,Track Work,8,PM Peak
2026-05-01,Bus,Bx12,Westchester,1291559,75.4,Track Work,34,Midday
2026-05-01,Bus,Q10,Brooklyn,1319758,71.4,Crowding,38,AM Peak
2026-05-01,LIRR,Hempstead,Westchester,233182,78.2,Track Work,6,Midday
2026-05-01,LIRR,Ronkonkoma,Staten Island,262694,74.5,No Incident,0,Midday
2026-05-01,LIRR,Long Beach,Manhattan,256678,75.4,Mechanical Issue,23,PM Peak
2026-05-01,LIRR,Ronkonkoma,Staten Island,297379,77.1,No Incident,0,Evening
2026-05-01,Metro-North,New Haven,Bronx,203279,74.1,Signal Problem,13,Midday
2026-05-01,Metro-North,Harlem,Westchester,249235,68.2,Signal Problem,10,PM Peak
2026-05-01,Metro-North,Hudson,Brooklyn,212670,80.1,No Incident,0,AM Peak
2026-05-02,Subway,L,Staten Island,2172008,78.3,Signal Problem,9,PM Peak
2026-05-02,Subway,5,Bronx,2361567,67.5,Weather,11,AM Peak
2026-05-02,Subway,F,Brooklyn,2422736,74.9,Mechanical Issue,17,PM Peak
2026-05-02,Bus,Bx12,Manhattan,887329,77.0,Track Work,18,AM Peak
2026-05-02,Bus,Bx12,Brooklyn,964175,67.8,No Incident,0,Midday
2026-05-02,Bus,Q60,Westchester,887852,77.7,Signal Problem,18,AM Peak
2026-05-02,LIRR,Long Beach,Bronx,142815,80.1,Track Work,9,Evening
2026-05-02,LIRR,Long Beach,Queens,133266,67.8,Weather,13,Evening
2026-05-02,LIRR,Long Beach,Westchester,211612,75.8,No Incident,0,AM Peak
2026-05-02,Metro-North,Harlem,Long Island,140158,73.5,Mechanical Issue,13,AM Peak
2026-05-02,Metro-North,New Haven,Bronx,147729,70.6,No Incident,0,PM Peak
2026-05-02,Metro-North,New Haven,Manhattan,145526,78.0,Weather,52,PM Peak
2026-05-03,Subway,1,Long Island,2371543,78.8,Weather,30,Evening
2026-05-03,Subway,A,Queens,2471875,79.8,No Incident,0,Evening
2026-05-03,Subway,6,Long Island,2612706,66.5,Track Work,14,Evening
2026-05-03,Bus,Q60,Bronx,1092372,86.8,No Incident,0,PM Peak
2026-05-03,Bus,B46,Westchester,833549,77.6,No Incident,0,Midday
2026-05-03,Bus,S79,Westchester,807501,79.3,Signal Problem,17,AM Peak
2026-05-03,LIRR,Ronkonkoma,Queens,175391,85.6,No Incident,0,Midday
2026-05-03,LIRR,Hempstead,Long Island,169782,76.1,Staffing,23,PM Peak
2026-05-03,LIRR,Babylon,Queens,160627,76.3,No Incident,0,PM Peak
2026-05-03,LIRR,Port Washington,Bronx,149604,78.3,No Incident,0,Evening
2026-05-03,Metro-North,Harlem,Westchester,149149,74.1,Signal Problem,16,AM Peak
2026-05-03,Metro-North,New Haven,Staten Island,133239,77.0,No Incident,0,PM Peak
2026-05-03,Metro-North,Hudson,Long Island,139529,81.0,Staffing,8,AM Peak
2026-05-03,Metro-North,Hudson,Westchester,132510,68.4,Crowding,24,AM Peak
2026-05-04,Subway,5,Long Island,3663198,70.4,No Incident,0,Evening
2026-05-04,Subway,F,Westchester,4026705,79.1,Staffing,54,PM Peak
2026-05-04,Subway,E,Manhattan,3596013,76.7,Weather,18,AM Peak
2026-05-04,Bus,Q60,Brooklyn,1449119,79.8,Signal Problem,3,PM Peak
2026-05-04,Bus,Bx12,Brooklyn,1408486,80.0,No Incident,0,AM Peak
2026-05-04,LIRR,Long Beach,Staten Island,259157,80.1,Track Work,16,Evening
2026-05-04,LIRR,Port Washington,Staten Island,283874,75.7,Weather,37,AM Peak
2026-05-04,Metro-North,New Haven,Manhattan,222551,78.3,Mechanical Issue,9,PM Peak
2026-05-04,Metro-North,Harlem,Bronx,243773,76.7,Staffing,9,Evening
2026-05-05,Subway,2,Long Island,3935082,70.3,Mechanical Issue,41,PM Peak
2026-05-05,Subway,C,Bronx,3944813,73.5,Signal Problem,36,Evening
2026-05-05,Subway,A,Queens,2883374,79.6,Staffing,5,AM Peak
2026-05-05,Subway,5,Brooklyn,3403475,73.8,Track Work,21,AM Peak
2026-05-05,Bus,S79,Staten Island,1347742,77.3,No Incident,0,AM Peak
2026-05-05,Bus,Bx12,Westchester,1526669,71.3,Signal Problem,28,Evening
2026-05-05,Bus,S79,Westchester,1600677,84.3,Crowding,3,AM Peak
2026-05-05,Bus,S79,Brooklyn,1539927,86.0,Police Activity,17,AM Peak
2026-05-05,LIRR,Hempstead,Brooklyn,265481,70.9,Mechanical Issue,13,AM Peak
2026-05-05,LIRR,Long Beach,Long Island,257653,77.1,Track Work,6,PM Peak
2026-05-05,Metro-North,New Haven,Queens,245924,69.9,Staffing,27,AM Peak
2026-05-05,Metro-North,Hudson,Brooklyn,247594,69.2,Weather,9,AM Peak
2026-05-05,Metro-North,Harlem,Brooklyn,216742,75.9,No Incident,0,Midday
2026-05-05,Metro-North,New Haven,Bronx,264704,81.0,Weather,12,AM Peak
2026-05-06,Subway,3,Brooklyn,3666678,64.0,Signal Problem,7,Midday
2026-05-06,Subway,5,Staten Island,3752580,75.9,No Incident,0,AM Peak
2026-05-06,Bus,Q60,Long Island,1378912,81.9,Weather,10,Midday
2026-05-06,Bus,M15,Long Island,1400620,70.6,Police Activity,11,PM Peak
2026-05-06,Bus,M15,Brooklyn,1595941,77.5,Signal Problem,3,PM Peak
2026-05-06,Bus,Bx12,Long Island,1403986,84.8,No Incident,0,AM Peak
2026-05-06,LIRR,Ronkonkoma,Staten Island,251899,74.2,No Incident,0,Midday
2026-05-06,LIRR,Hempstead,Queens,238329,78.2,Mechanical Issue,49,AM Peak
2026-05-06,LIRR,Babylon,Westchester,263921,79.7,Signal Problem,9,AM Peak
2026-05-06,Metro-North,Hudson,Brooklyn,204964,67.3,Crowding,27,PM Peak
2026-05-06,Metro-North,Hudson,Long Island,226393,76.8,Crowding,16,AM Peak
2026-05-06,Metro-North,Harlem,Bronx,229417,74.7,No Incident,0,Evening
2026-05-07,Subway,4,Queens,3599978,77.4,Weather,45,Evening
2026-05-07,Subway,Q,Staten Island,3899360,76.3,Mechanical Issue,11,AM Peak
2026-05-07,Bus,M15,Bronx,1214580,86.6,No Incident,0,PM Peak
2026-05-07,Bus,S79,Manhattan,1582010,76.9,Track Work,20,Evening
2026-05-07,Bus,S79,Long Island,1443692,75.3,Track Work,34,Midday
2026-05-07,LIRR,Port Washington,Staten Island,264774,76.7,Mechanical Issue,7,AM Peak
2026-05-07,LIRR,Hempstead,Westchester,272411,82.4,Track Work,7,PM Peak
2026-05-07,LIRR,Hempstead,Brooklyn,248159,75.1,Mechanical Issue,17,PM Peak
2026-05-07,LIRR,Port Washington,Queens,279395,85.0,Track Work,9,Midday
2026-05-07,Metro-North,New Haven,Queens,235627,71.3,Weather,7,PM Peak
2026-05-07,Metro-North,Harlem,Staten Island,224268,67.0,Weather,16,PM Peak
2026-05-07,Metro-North,New Haven,Manhattan,228862,71.8,Weather,15,AM Peak
2026-05-08,Subway,J,Long Island,3718109,79.6,Crowding,38,AM Peak
2026-05-08,Subway,R,Long Island,3950592,75.5,No Incident,0,AM Peak
2026-05-08,Bus,B46,Manhattan,1359211,87.7,Police Activity,4,PM Peak
2026-05-08,Bus,M15,Staten Island,1261592,68.8,Mechanical Issue,18,PM Peak
2026-05-08,Bus,B46,Westchester,1684063,85.7,No Incident,0,PM Peak
2026-05-08,LIRR,Long Beach,Manhattan,272662,79.7,Staffing,3,AM Peak
2026-05-08,LIRR,Babylon,Long Island,235318,83.6,No Incident,0,PM Peak
2026-05-08,LIRR,Long Beach,Staten Island,246549,70.9,Staffing,21,PM Peak
2026-05-08,LIRR,Long Beach,Long Island,258447,70.7,No Incident,0,PM Peak
2026-05-08,Metro-North,New Haven,Bronx,238393,77.4,No Incident,0,Evening
2026-05-08,Metro-North,New Haven,Queens,257059,76.0,No Incident,0,Evening
2026-05-08,Metro-North,New Haven,Manhattan,219092,78.5,Crowding,10,AM Peak
2026-05-09,Subway,F,Westchester,2322939,80.2,Police Activity,5,Midday
2026-05-09,Subway,N,Long Island,2736835,86.5,Mechanical Issue,21,AM Peak
2026-05-09,Subway,3,Brooklyn,2433186,79.7,Mechanical Issue,9,PM Peak
2026-05-09,Subway,Q,Brooklyn,2419505,74.2,Crowding,37,Midday
2026-05-09,Bus,Q60,Long Island,834287,74.0,Signal Problem,20,AM Peak
2026-05-09,Bus,M15,Westchester,879159,73.6,Weather,15,Midday
2026-05-09,LIRR,Babylon,Queens,138769,80.2,No Incident,0,PM Peak
2026-05-09,LIRR,Ronkonkoma,Manhattan,198820,69.7,Signal Problem,5,Midday
2026-05-09,Metro-North,Hudson,Brooklyn,120983,85.7,No Incident,0,AM Peak
2026-05-09,Metro-North,New Haven,Staten Island,145590,77.9,Track Work,5,PM Peak
2026-05-09,Metro-North,New Haven,Bronx,125474,75.3,Mechanical Issue,10,AM Peak
2026-05-10,Subway,Q,Staten Island,1850537,73.1,Police Activity,3,AM Peak
2026-05-10,Subway,1,Manhattan,2234824,76.6,Crowding,11,Midday
2026-05-10,Subway,C,Manhattan,2654136,77.7,Crowding,4,PM Peak
2026-05-10,Subway,Q,Long Island,2611198,84.1,Signal Problem,29,PM Peak
2026-05-10,Bus,B46,Manhattan,959963,78.3,No Incident,0,Evening
2026-05-10,Bus,M15,Staten Island,1053109,81.5,Mechanical Issue,7,PM Peak
2026-05-10,Bus,B46,Brooklyn,755864,76.4,Staffing,10,PM Peak
2026-05-10,LIRR,Ronkonkoma,Queens,175788,81.5,No Incident,0,PM Peak
2026-05-10,LIRR,Babylon,Westchester,129988,79.1,Track Work,23,Midday
2026-05-10,Metro-North,Hudson,Staten Island,139602,74.6,Signal Problem,6,PM Peak
2026-05-10,Metro-North,Hudson,Westchester,177358,78.1,No Incident,0,PM Peak
2026-05-10,Metro-North,Harlem,Bronx,141314,77.0,Crowding,21,Midday
2026-05-11,Subway,C,Westchester,3363013,78.3,No Incident,0,PM Peak
2026-05-11,Subway,2,Long Island,3939671,78.4,Signal Problem,3,AM Peak
2026-05-11,Bus,M15,Westchester,1521601,72.1,Weather,21,AM Peak
2026-05-11,Bus,Q10,Staten Island,1451407,80.6,No Incident,0,AM Peak
2026-05-11,Bus,B46,Queens,1592002,74.7,Signal Problem,3,PM Peak
2026-05-11,Bus,B44,Bronx,1438867,77.8,No Incident,0,Midday
2026-05-11,LIRR,Port Washington,Brooklyn,258194,69.6,Weather,29,PM Peak
2026-05-11,LIRR,Babylon,Brooklyn,263341,83.2,Staffing,9,AM Peak
2026-05-11,Metro-North,New Haven,Bronx,236768,75.9,Track Work,51,PM Peak
2026-05-11,Metro-North,Hudson,Long Island,217590,72.1,Staffing,16,PM Peak
2026-05-12,Subway,4,Long Island,3824421,81.5,No Incident,0,AM Peak
2026-05-12,Subway,1,Staten Island,3312589,81.2,No Incident,0,PM Peak
2026-05-12,Subway,Q,Long Island,3825783,75.2,Signal Problem,5,PM Peak
2026-05-12,Subway,C,Long Island,3518624,80.9,Mechanical Issue,6,AM Peak
2026-05-12,Bus,B44,Staten Island,1264571,72.1,Signal Problem,13,Midday
2026-05-12,Bus,B46,Long Island,1467190,70.0,Weather,28,AM Peak
2026-05-12,Bus,S79,Westchester,1381253,62.6,Track Work,9,AM Peak
2026-05-12,Bus,S79,Westchester,1474270,74.9,Crowding,19,PM Peak
2026-05-12,LIRR,Ronkonkoma,Brooklyn,257921,74.9,Signal Problem,25,Midday
2026-05-12,LIRR,Port Washington,Staten Island,273446,73.7,Track Work,24,Evening
2026-05-12,LIRR,Babylon,Staten Island,250965,72.9,Weather,3,PM Peak
2026-05-12,Metro-North,Hudson,Queens,231079,80.9,Track Work,13,AM Peak
2026-05-12,Metro-North,New Haven,Manhattan,233893,70.7,Track Work,18,PM Peak
2026-05-13,Subway,5,Westchester,4259935,74.0,Staffing,3,Midday
2026-05-13,Subway,5,Brooklyn,3498382,66.1,Mechanical Issue,19,PM Peak
2026-05-13,Subway,C,Brooklyn,3703215,74.0,Crowding,20,AM Peak
2026-05-13,Subway,C,Manhattan,3892465,75.0,No Incident,0,AM Peak
2026-05-13,Bus,B46,Manhattan,1455130,79.8,Weather,22,PM Peak
2026-05-13,Bus,B44,Staten Island,1506564,78.4,No Incident,0,Midday
2026-05-13,Bus,S79,Westchester,1539450,70.0,No Incident,0,Evening
2026-05-13,Bus,Q60,Brooklyn,1275643,80.2,Signal Problem,3,Midday
2026-05-13,LIRR,Ronkonkoma,Queens,256066,78.1,Crowding,27,AM Peak
2026-05-13,LIRR,Long Beach,Queens,253142,85.3,Track Work,10,Midday
2026-05-13,LIRR,Long Beach,Long Island,215284,76.5,Weather,24,PM Peak
2026-05-13,Metro-North,New Haven,Brooklyn,275602,73.8,Police Activity,16,PM Peak
2026-05-13,Metro-North,New Haven,Staten Island,235044,75.1,Signal Problem,4,PM Peak
2026-05-14,Subway,3,Brooklyn,3601381,79.1,No Incident,0,Midday
2026-05-14,Subway,J,Brooklyn,3732586,87.3,No Incident,0,PM Peak
2026-05-14,Subway,5,Staten Island,3655005,84.9,Mechanical Issue,35,Midday
2026-05-14,Bus,B46,Manhattan,1493459,79.0,Weather,4,AM Peak
2026-05-14,Bus,M15,Brooklyn,1325863,81.1,Weather,13,Evening
2026-05-14,LIRR,Babylon,Long Island,257920,82.3,Mechanical Issue,23,PM Peak
2026-05-14,LIRR,Babylon,Long Island,271411,71.7,No Incident,0,AM Peak
2026-05-14,Metro-North,Harlem,Staten Island,205505,81.2,Signal Problem,8,AM Peak
2026-05-14,Metro-North,Harlem,Staten Island,224273,73.8,Weather,10,PM Peak
2026-05-14,Metro-North,Hudson,Long Island,237561,79.6,Staffing,26,PM Peak
2026-05-15,Subway,3,Staten Island,3611678,81.8,Staffing,25,PM Peak
2026-05-15,Subway,A,Long Island,4074025,70.1,Staffing,14,PM Peak
2026-05-15,Subway,1,Staten Island,3626973,77.6,No Incident,0,Evening
2026-05-15,Subway,5,Queens,3938913,78.9,No Incident,0,Evening
2026-05-15,Bus,B46,Staten Island,1314151,81.3,No Incident,0,AM Peak
2026-05-15,Bus,M15,Queens,1520206,69.7,Staffing,15,PM Peak
2026-05-15,Bus,Q10,Manhattan,1358692,78.9,Mechanical Issue,16,AM Peak
2026-05-15,Bus,B46,Bronx,1430264,73.5,Weather,8,PM Peak
2026-05-15,LIRR,Ronkonkoma,Bronx,233497,68.0,Track Work,16,AM Peak
2026-05-15,LIRR,Babylon,Long Island,244732,85.7,Mechanical Issue,13,Midday
2026-05-15,LIRR,Ronkonkoma,Long Island,232775,76.8,Mechanical Issue,21,AM Peak
2026-05-15,LIRR,Hempstead,Long Island,265016,72.8,Police Activity,12,Midday
2026-05-15,Metro-North,Harlem,Brooklyn,214705,87.7,No Incident,0,AM Peak
2026-05-15,Metro-North,New Haven,Brooklyn,231570,74.1,Track Work,16,AM Peak
2026-05-15,Metro-North,Harlem,Brooklyn,231845,71.8,No Incident,0,Midday
2026-05-16,Subway,Q,Brooklyn,2378008,73.9,No Incident,0,PM Peak
2026-05-16,Subway,F,Bronx,2291736,67.9,No Incident,0,PM Peak
2026-05-16,Bus,B44,Staten Island,875326,85.9,Signal Problem,17,Evening
2026-05-16,Bus,B44,Manhattan,1162484,67.2,No Incident,0,Midday
2026-05-16,LIRR,Long Beach,Manhattan,148079,80.3,No Incident,0,PM Peak
2026-05-16,LIRR,Port Washington,Staten Island,147108,74.6,Signal Problem,10,AM Peak
2026-05-16,Metro-North,Harlem,Long Island,121332,71.6,Crowding,26,AM Peak
2026-05-16,Metro-North,Hudson,Westchester,142735,81.6,No Incident,0,PM Peak
2026-05-16,Metro-North,Hudson,Manhattan,125811,82.3,No Incident,0,Evening
2026-05-16,Metro-North,New Haven,Brooklyn,156860,75.1,Weather,10,Midday
2026-05-17,Subway,A,Manhattan,2188362,77.2,Mechanical Issue,10,PM Peak
2026-05-17,Subway,J,Queens,2633113,73.8,No Incident,0,PM Peak
2026-05-17,Bus,M15,Westchester,988947,87.0,Mechanical Issue,8,Evening
2026-05-17,Bus,Q60,Bronx,1048569,75.9,Mechanical Issue,16,Midday
2026-05-17,LIRR,Babylon,Bronx,144616,73.6,Crowding,11,AM Peak
2026-05-17,LIRR,Port Washington,Bronx,152964,74.5,No Incident,0,PM Peak
2026-05-17,LIRR,Ronkonkoma,Bronx,171227,82.8,Track Work,11,PM Peak
2026-05-17,LIRR,Hempstead,Brooklyn,150479,77.3,No Incident,0,Evening
2026-05-17,Metro-North,Harlem,Westchester,132824,70.2,Crowding,17,Midday
2026-05-17,Metro-North,New Haven,Long Island,137527,84.1,No Incident,0,Evening
2026-05-18,Subway,C,Manhattan,3962789,79.2,Mechanical Issue,12,PM Peak
2026-05-18,Subway,R,Staten Island,3567031,65.8,No Incident,0,Evening
2026-05-18,Subway,5,Bronx,4038498,80.8,Crowding,23,AM Peak
2026-05-18,Bus,Q60,Brooklyn,1278136,79.3,No Incident,0,PM Peak
2026-05-18,Bus,M15,Staten Island,1419156,73.5,Crowding,35,AM Peak
2026-05-18,LIRR,Long Beach,Westchester,265156,83.3,Weather,8,Evening
2026-05-18,LIRR,Babylon,Long Island,282875,71.9,Track Work,36,Midday
2026-05-18,Metro-North,Harlem,Long Island,226555,75.4,Staffing,24,AM Peak
2026-05-18,Metro-North,Harlem,Staten Island,219126,76.9,No Incident,0,PM Peak
2026-05-19,Subway,3,Staten Island,4056518,63.0,Crowding,10,Midday
2026-05-19,Subway,J,Westchester,4585516,77.4,No Incident,0,Midday
2026-05-19,Subway,Q,Staten Island,3886748,79.2,Weather,9,Midday
2026-05-19,Subway,F,Bronx,4141056,75.0,Signal Problem,36,PM Peak
2026-05-19,Bus,Bx12,Staten Island,1381275,71.8,Police Activity,11,PM Peak
2026-05-19,Bus,B44,Bronx,1309690,75.3,Weather,22,PM Peak
2026-05-19,Bus,Q10,Westchester,1317185,78.9,No Incident,0,Evening
2026-05-19,LIRR,Port Washington,Bronx,273084,85.8,Staffing,12,Evening
2026-05-19,LIRR,Babylon,Long Island,257765,83.7,No Incident,0,PM Peak
2026-05-19,LIRR,Hempstead,Westchester,247491,77.8,Signal Problem,20,Evening
2026-05-19,LIRR,Ronkonkoma,Brooklyn,248151,73.3,Track Work,41,AM Peak
2026-05-19,Metro-North,Hudson,Bronx,252146,76.7,Mechanical Issue,26,AM Peak
2026-05-19,Metro-North,New Haven,Staten Island,224609,84.6,Crowding,9,Midday
2026-05-19,Metro-North,New Haven,Brooklyn,214926,76.4,No Incident,0,PM Peak
2026-05-20,Subway,E,Manhattan,3453821,78.4,Signal Problem,22,Midday
2026-05-20,Subway,6,Brooklyn,4153376,70.1,Staffing,13,Midday
2026-05-20,Bus,B44,Queens,1351956,69.5,No Incident,0,Midday
2026-05-20,Bus,Bx12,Brooklyn,1403952,76.7,Track Work,10,PM Peak
2026-05-20,Bus,B44,Staten Island,1477564,79.4,No Incident,0,AM Peak
2026-05-20,Bus,B46,Brooklyn,1524189,81.3,Track Work,6,Midday
2026-05-20,LIRR,Port Washington,Westchester,276357,76.5,Signal Problem,19,AM Peak
2026-05-20,LIRR,Babylon,Bronx,244485,60.0,Crowding,29,PM Peak
2026-05-20,LIRR,Ronkonkoma,Manhattan,250792,72.3,No Incident,0,Evening
2026-05-20,LIRR,Long Beach,Bronx,266664,73.8,Weather,8,Evening
2026-05-20,Metro-North,New Haven,Manhattan,210329,78.4,No Incident,0,AM Peak
2026-05-20,Metro-North,Harlem,Westchester,203553,69.3,Track Work,31,PM Peak
2026-05-20,Metro-North,Harlem,Bronx,211315,78.7,Signal Problem,11,AM Peak
2026-05-21,Subway,3,Staten Island,3934037,72.8,No Incident,0,Evening
2026-05-21,Subway,N,Bronx,3588586,73.2,Signal Problem,6,Midday
2026-05-21,Subway,2,Bronx,3484990,74.8,No Incident,0,PM Peak
2026-05-21,Bus,B44,Westchester,1513284,70.3,Mechanical Issue,35,Midday
2026-05-21,Bus,B46,Long Island,1439151,71.1,No Incident,0,PM Peak
2026-05-21,LIRR,Port Washington,Manhattan,220508,78.1,No Incident,0,AM Peak
2026-05-21,LIRR,Port Washington,Bronx,253541,78.9,Police Activity,35,AM Peak
2026-05-21,Metro-North,Harlem,Westchester,208122,73.5,Track Work,7,Midday
